date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:49	21257/21257	---MCZ	200	added ('OK')	application/javascript	etag:W/%225309-YvI45zNIx3656GVCan0bfeI8uy0%22	https://cdn.jsdelivr.net/npm/popper.js@1.16.0/dist/umd/popper.min.js	C:/My%20Web%20Sites/Wintech/cdn.jsdelivr.net/npm/popper.js@1.16.0/dist/umd/popper.min.js	(from https://wintechb.com/app/)
14:58:49	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/My%20Web%20Sites/Wintech/code.jquery.com/jquery-3.5.1.min.js	(from https://wintechb.com/app/)
14:58:51	60174/60174	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:10%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	C:/My%20Web%20Sites/Wintech/stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	(from https://wintechb.com/app/)
14:58:52	8085/8085	---M--	200	added ('OK')	image/png	etag:%221f95-63e8eb06-f90780df018992b6;;;%22	https://wintechb.com/app/images/logo.png	C:/My%20Web%20Sites/Wintech/wintechb.com/app/images/logo.png	(from https://wintechb.com/app/)
14:58:54	11164/11164	---M--	200	added ('OK')	image/png	etag:%222b9c-63e8eb04-f1bc3d4e4001f9b1;;;%22	https://wintechb.com/app/images/favicon.png	C:/My%20Web%20Sites/Wintech/wintechb.com/app/images/favicon.png	(from https://wintechb.com/app/)
14:58:55	397407/397407	---M--	200	added ('OK')	image/jpeg	etag:%226105f-63e8eb0d-e734f12ede7123fb;;;%22	https://wintechb.com/app/images/online.jpg	C:/My%20Web%20Sites/Wintech/wintechb.com/app/images/online.jpg	(from https://wintechb.com/app/)
14:58:56	2393/2393	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:58:57%20GMT	https://wintechb.com/wp-json/wp/v2/pages/531	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/wp/v2/pages/531.json	(from https://wintechb.com/about-us/)
14:58:57	2404/2404	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:58:58%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2Fabout-us%2F	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embed5cd5.json	(from https://wintechb.com/about-us/)
14:58:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:58:58%20GMT	https://wintechb.com/?p=531	C:/My%20Web%20Sites/Wintech/wintechb.com/index7398.html	(from https://wintechb.com/about-us/)
14:58:58	2470/2470	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20May%202023%2013:58:59%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embed7315	(from https://wintechb.com/about-us/)
14:59:00	3989/3989	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:59:00%20GMT	https://wintechb.com/wp-json/wp/v2/pages/76	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/wp/v2/pages/76.json	(from https://wintechb.com/career-opportunities/)
14:59:01	2464/2464	---M-Z	200	added ('OK')	application/json	date:Tue,%2023%20May%202023%2013:59:01%20GMT	https://wintechb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwintechb.com%2Fcareer-opportunities%2F	C:/My%20Web%20Sites/Wintech/wintechb.com/wp-json/oembed/1.0/embedaf7d.json	(from https://wintechb.com/career-opportunities/)
14:59:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2013:59:02%20GMT	https://wintechb.com/?p=76	C:/My%20Web%20Sites/Wintech/wintechb.com/index04cd.html	(from https://wintechb.com/career-opportunities/)
